fixture_id,id,type_id,participant_id,data_value,location
2914,14946019,34,52,5,home
2914,14946023,83,52,0,home
2914,14946057,45,52,49,home
2914,14946060,84,52,0,home
2914,14946099,34,22,4,away
2914,14946103,45,22,51,away
2914,14946110,84,22,3,away
2914,14946114,83,22,0,away
2914,17282106,52,22,1,away
2914,17282127,52,52,6,home
2914,17282125,1605,52,47,home
2914,17282144,1605,22,80,away
2916,21615333,34,6,3,away
2916,21615424,45,6,58,away
2916,21615291,45,33,42,home
2916,21615235,52,6,0,away
2916,21615205,34,33,5,home
2916,21615308,52,33,1,home
2916,52392290,84,6,3,away
2916,52392289,84,33,1,home
2919,14953049,34,10,4,home
2919,14953064,83,10,0,home
2919,14953177,45,10,45,home
2919,14953196,84,10,1,home
2919,14953352,34,26,6,away
2919,14953370,45,26,55,away
2919,14953396,84,26,1,away
2919,14953401,83,26,1,away
2923,21615438,34,51,6,away
2923,21615562,45,51,26,away
2923,21615339,45,9,74,home
2923,21615372,34,9,8,home
2923,52392294,84,51,1,away
2923,52392293,84,9,2,home
2925,17282223,1605,27,40,away
2925,17282149,1605,1,54,home
2925,17282150,34,27,6,away
2925,17282179,45,27,58,away
2925,17282175,45,1,42,home
2925,17282230,34,1,1,home
2925,52392298,84,27,1,away
2925,52392297,84,1,2,home
2926,21615304,45,1,31,away
2926,21615195,34,1,5,away
2926,21615050,45,13,69,home
2926,21615122,34,13,11,home
2926,52392300,84,1,1,away
2926,52392299,84,13,1,home
2928,14945967,84,19,0,home
2928,14945979,45,19,48,home
2928,14945994,34,19,5,home
2928,14945998,83,19,1,home
2928,14946025,34,30,6,away
2928,14946029,45,30,52,away
2928,14946037,84,30,1,away
2928,14946041,83,30,0,away
2928,17282156,52,19,3,home
2928,17282178,52,30,2,away
2928,17282176,1605,19,66,home
2928,17282198,1605,30,62,away
2929,14953541,45,14,54,home
2929,14953578,84,14,2,home
2929,14953631,34,14,4,home
2929,14953659,83,14,0,home
2929,14953788,34,30,2,away
2929,14953799,45,30,46,away
2929,14953829,84,30,1,away
2929,14953843,83,30,0,away
2934,21615234,34,15,3,home
2934,21615302,34,14,9,away
2934,21615176,45,15,33,home
2934,21615393,45,14,67,away
2934,22502025,52,15,1,home
2934,22502026,52,14,1,away
2934,52392301,84,15,1,home
2934,52392302,84,14,1,away
2936,21615236,34,18,4,away
2936,21615136,34,11,5,home
2936,21615078,45,11,43,home
2936,21615336,45,18,57,away
2936,52392304,84,18,1,away
2936,52392303,84,11,2,home
2939,14945531,84,9,0,home
2939,14945587,45,9,72,home
2939,14945649,34,9,13,home
2939,14945670,83,9,0,home
2939,14945742,34,13,1,away
2939,14945752,45,13,28,away
2939,14945773,84,13,2,away
2939,14945778,83,13,0,away
2939,17282229,1605,9,56,home
2939,17282240,1605,13,46,away
2939,18622745,52,13,1,away
2939,18622729,52,9,1,home
2940,14952911,45,25,48,home
2940,14952960,84,25,1,home
2940,14953037,34,25,4,home
2940,14953067,83,25,0,home
2940,14953194,34,9,5,away
2940,14953210,45,9,52,away
2940,14953234,84,9,0,away
2940,14953245,83,9,0,away
2940,22402476,52,9,2,away
2940,22402478,52,25,1,home
2945,21615537,45,30,46,away
2945,21615346,45,22,54,home
2945,21615383,34,22,4,home
2945,21615451,34,30,5,away
2945,22502028,52,22,0,home
2945,22502027,52,30,1,away
2945,52392308,84,30,2,away
2945,52392307,84,22,2,home
2947,21615305,45,20,52,away
2947,21615206,34,20,3,away
2947,21615099,34,22,6,home
2947,21615045,45,22,48,home
2947,22502029,52,22,1,home
2947,22502030,52,20,4,away
2947,52392311,84,20,2,away
2947,52392309,84,22,3,home
2949,14945385,84,26,1,home
2949,14945377,45,26,57,home
2949,18624644,52,3,0,away
2949,14945464,34,3,4,away
2949,17282247,1605,26,64,home
2949,17282274,1605,3,73,away
2949,14945495,84,3,1,away
2949,18624627,52,26,2,home
2949,14945475,45,3,43,away
2949,14945338,34,26,6,home
2950,14953048,34,51,5,home
2950,14953065,83,51,0,home
2950,14953145,45,51,39,home
2950,14953160,84,51,3,home
2950,14953304,34,18,7,away
2950,14953320,45,18,61,away
2950,14953346,84,18,0,away
2950,14953366,83,18,0,away
2950,22402452,52,51,0,home
2950,22402450,52,18,3,away
2956,21615191,34,10,11,away
2956,21615024,45,47,42,home
2956,21615074,34,47,5,home
2956,21615299,45,10,58,away
2956,22502032,52,10,2,away
2956,22502031,52,47,3,home
2956,52392312,84,10,0,away
2956,52392310,84,47,1,home
2957,21614990,45,26,49,home
2957,21615053,34,26,3,home
2957,21615156,34,19,4,away
2957,21615274,45,19,51,away
2957,52392316,84,19,1,away
2957,52392315,84,26,3,home
2959,14945739,45,10,28,home
2959,14945764,84,10,2,home
2959,14945802,34,10,5,home
2959,14945820,83,10,0,home
2959,14945874,34,6,8,away
2959,14945881,45,6,72,away
2959,14945892,84,6,2,away
2959,14945896,83,6,0,away
2959,17282284,1605,6,65,away
2959,17282270,1605,10,75,home
2959,18624931,52,6,1,away
2959,18624905,52,10,1,home
2962,14953620,84,13,1,home
2962,14953655,45,13,40,home
2962,14953717,34,13,4,home
2962,14953746,83,13,0,home
2962,14953841,34,6,4,away
2962,14953852,45,6,60,away
2962,14953870,84,6,2,away
2962,14953878,83,6,0,away
2962,22502033,52,6,1,away
2962,22502034,52,13,1,home
2966,21615275,45,65,55,home
2966,21615194,34,65,4,home
2966,21615292,34,13,6,away
2966,21615381,45,13,45,away
2966,22502035,52,65,3,home
2966,22502036,52,13,0,away
2966,52392319,84,65,1,home
2966,52392320,84,13,1,away
2968,21615057,34,8,6,away
2968,21614916,45,65,45,home
2968,21614962,34,65,3,home
2968,21615180,45,8,55,away
2968,22502038,52,8,3,away
2968,22502037,52,65,0,home
2968,52392317,84,65,1,home
2968,52392318,84,8,2,away
2971,14945415,34,51,7,home
2971,14945439,83,51,0,home
2971,14945525,45,51,55,home
2971,14945535,84,51,1,home
2971,14945643,34,1,6,away
2971,14945654,45,1,45,away
2971,14945678,84,1,5,away
2971,14945689,83,1,1,away
2971,17282301,1605,51,37,home
2971,17282321,1605,1,64,away
2971,18623429,52,1,1,away
2971,18623398,52,51,0,home
2972,14953008,83,15,0,home
2972,14953041,34,15,9,home
2972,14953166,45,15,51,home
2972,14953178,84,15,2,home
2972,14953318,34,51,0,away
2972,14953330,45,51,49,away
2972,14953353,84,51,1,away
2972,14953361,83,51,0,away
2977,21615242,45,27,33,away
2977,21614968,45,6,67,home
2977,21615015,34,6,9,home
2977,21615125,34,27,5,away
2977,22502039,52,27,1,away
2977,22502040,52,6,2,home
2977,52392321,84,6,1,home
2977,52392322,84,27,0,away
2979,21615128,34,33,2,away
2979,21614901,45,15,58,home
2979,21614989,34,15,6,home
2979,21614961,52,15,4,home
2979,21615102,52,33,1,away
2979,21615262,45,33,42,away
2979,52392324,84,33,3,away
2979,52392323,84,15,0,home
2981,14945806,34,7,4,home
2981,14945812,83,7,0,home
2981,14945875,45,7,63,home
2981,14945883,84,7,4,home
2981,14945936,34,25,6,away
2981,14945940,45,25,37,away
2981,14945948,84,25,1,away
2981,14945953,83,25,0,away
2981,17282295,1605,7,53,home
2981,17282326,1605,25,50,away
2981,18625789,52,25,1,away
2981,18625743,52,7,0,home
2982,14954757,34,52,4,home
2982,14954779,83,52,0,home
2982,14954834,45,52,48,home
2982,14954838,84,52,1,home
2982,14954951,34,1,7,away
2982,14954962,45,1,52,away
2982,14954982,84,1,1,away
2982,14954994,83,1,0,away
2982,22502041,52,1,3,away
2982,22502042,52,52,1,home
2987,21615069,45,1,41,home
2987,21615148,34,1,9,home
2987,21615251,34,42,4,away
2987,21615353,45,42,59,away
2987,22502043,52,42,0,away
2987,22502044,52,1,2,home
2987,52392325,84,1,0,home
2987,52392326,84,42,3,away
2989,21615012,34,51,4,away
2989,21615113,45,51,50,away
2989,21614928,34,30,1,home
2989,21614995,45,30,50,home
2989,22502045,52,51,1,away
2989,22502046,52,30,1,home
2989,52392327,84,30,1,home
2989,52392328,84,51,4,away
2991,14946153,34,65,8,home
2991,14946156,83,65,0,home
2991,14946175,45,65,64,home
2991,14946178,84,65,1,home
2991,14946227,34,27,4,away
2991,14946232,45,27,36,away
2991,14946244,84,27,2,away
2991,14946248,83,27,0,away
2991,17282334,1605,65,83,home
2991,17282366,1605,27,33,away
2991,18623660,52,65,3,home
2991,18623673,52,27,1,away
2994,14953682,34,20,5,home
2994,14953692,83,20,0,home
2994,14953768,45,20,54,home
2994,14953785,84,20,1,home
2994,14953934,34,14,3,away
2994,14953947,45,14,46,away
2994,14953970,84,14,3,away
2994,14953979,83,14,0,away
2994,22502049,52,14,3,away
2994,22502050,52,20,3,home
2997,21615143,34,3,1,away
2997,21615282,45,3,50,away
2997,21615033,34,20,7,home
2997,21614945,45,20,50,home
2997,52392332,84,3,4,away
2997,52392331,84,20,4,home
2999,22502048,52,47,2,away
2999,22502047,52,65,1,home
3000,17282333,1605,5,25,home
3000,17282335,34,27,4,away
3000,17282410,34,5,5,home
3000,17282361,45,5,47,home
3000,17282365,45,27,53,away
3000,17282405,1605,27,50,away
3000,52392343,84,27,2,away
3000,52392342,84,5,4,home
3001,21614911,45,6,62,home
3001,21614980,34,6,4,home
3001,21615231,45,69,38,away
3001,21615087,34,69,7,away
3001,22502052,52,6,1,home
3001,22502051,52,69,0,away
3001,52392335,84,6,1,home
3001,52392336,84,69,3,away
3004,14945997,84,8,0,home
3004,14946015,45,8,64,home
3004,14946031,34,8,3,home
3004,14946038,83,8,0,home
3004,14946078,34,14,1,away
3004,14946083,45,14,36,away
3004,14946092,84,14,4,away
3004,14946096,83,14,0,away
3004,17282398,1605,8,43,home
3004,17282414,1605,14,60,away
3004,18623455,52,8,0,home
3004,18623468,52,14,0,away
3005,14952952,45,30,51,home
3005,14953052,84,30,0,home
3005,14953121,34,30,8,home
3005,14953151,83,30,1,home
3005,14953277,34,3,6,away
3005,14953286,45,3,49,away
3005,14953309,84,3,2,away
3005,14953323,83,3,0,away
3005,22402439,52,3,4,away
3005,22402444,52,30,2,home
3009,21614887,34,8,10,home
3009,21615029,34,19,6,away
3009,21615003,52,19,2,away
3009,21614907,52,8,2,home
3009,21614979,45,8,64,home
3009,21615182,45,19,36,away
3009,52392337,84,8,1,home
3009,52392338,84,19,3,away
3012,21615042,52,14,0,home
3012,21615061,34,9,8,away
3012,21615197,45,9,48,away
3012,21614985,45,14,52,home
3012,21614892,52,9,3,away
3012,21614869,34,14,5,home
3012,52392345,84,14,2,home
3012,52392346,84,9,2,away
3014,14945870,83,52,0,home
3014,14945897,34,52,7,home
3014,14945941,45,52,38,home
3014,14945946,84,52,2,home
3014,14945986,34,6,4,away
3014,14945988,45,6,62,away
3014,14945993,84,6,4,away
3014,14945995,83,6,0,away
3014,17282417,52,6,0,away
3014,17282421,1605,52,64,home
3014,17282437,52,52,0,home
3014,17282454,1605,6,58,away
3016,14953034,45,9,55,home
3016,14953090,84,9,0,home
3016,14953168,34,9,12,home
3016,14953195,83,9,0,home
3016,14953328,34,13,5,away
3016,14953341,45,13,45,away
3016,14953367,84,13,1,away
3016,14953379,83,13,0,away
3017,17282425,1605,27,38,home
3017,17282427,34,15,8,away
3017,17282456,45,27,47,home
3017,17282459,45,15,53,away
3017,17282503,1605,15,18,away
3017,17282509,34,27,5,home
3017,52392358,84,15,3,away
3017,52392354,84,27,0,home
3020,21614868,52,18,2,away
3020,21614970,34,18,5,away
3020,21615108,45,18,53,away
3020,21614931,45,26,47,home
3020,21614956,52,26,0,home
3020,21614848,34,26,6,home
3020,52392349,84,26,3,home
3020,52392350,84,18,0,away
3023,14945553,83,19,0,home
3023,14945567,34,19,8,home
3023,14945650,45,19,74,home
3023,14945660,84,19,1,home
3023,14945755,34,7,3,away
3023,14945760,45,7,26,away
3023,14945775,84,7,0,away
3023,14945782,83,7,0,away
3023,17282472,1605,19,50,home
3023,17282506,1605,7,75,away
3023,18625462,52,19,0,home
3023,18625488,52,7,0,away
3024,21614899,34,10,0,away
3024,21614785,34,3,5,home
3024,21615011,45,10,51,away
3024,21614871,45,3,49,home
3024,22502054,52,3,2,home
3024,22502053,52,10,0,away
3026,14953182,34,26,7,home
3026,14953208,83,26,0,home
3026,14953322,45,26,64,home
3026,14953333,84,26,0,home
3026,14953437,34,33,3,away
3026,14953440,45,33,36,away
3026,14953457,84,33,1,away
3026,14953470,83,33,1,away
3026,22402427,52,26,3,home
3026,22402434,52,33,1,away
3031,21615298,45,1,33,away
3031,21615025,45,18,67,home
3031,21615075,34,18,8,home
3031,21615190,34,1,6,away
3031,22502055,52,18,2,home
3031,22502056,52,1,0,away
3031,52392367,84,1,3,away
3031,52392366,84,18,0,home
3032,21615070,34,20,7,away
3032,21614793,45,30,63,home
3032,21614882,34,30,7,home
3032,21615199,45,20,36,away
3032,52392359,84,20,2,away
3032,52392355,84,30,0,home
3033,14945218,34,27,2,home
3033,14945235,83,27,0,home
3033,14945288,45,27,34,home
3033,14945292,84,27,2,home
3033,14945344,34,13,8,away
3033,14945350,45,13,66,away
3033,14945367,84,13,3,away
3033,14945372,83,13,0,away
3033,17282533,1605,27,33,home
3033,17282554,1605,13,73,away
3033,18623056,52,13,1,away
3033,18623050,52,27,2,home
3035,21614767,45,10,42,home
3035,21614825,34,10,3,home
3035,21615085,45,14,58,away
3035,21614923,34,14,5,away
3035,22502057,52,14,3,away
3035,22502058,52,10,0,home
3035,52392362,84,14,2,away
3035,52392360,84,10,1,home
3037,14953364,84,65,1,home
3037,14953398,45,65,50,home
3037,14953431,34,65,8,home
3037,14953444,83,65,0,home
3037,14953559,34,25,1,away
3037,14953576,45,25,50,away
3037,14953605,84,25,2,away
3037,14953615,83,25,0,away
3037,22502060,52,65,2,home
3037,22502059,52,25,0,away
3043,17282515,1605,27,42,home
3043,17282517,34,8,2,away
3043,17282544,45,27,48,home
3043,17282593,1605,8,75,away
3043,17282549,45,8,52,away
3043,17282598,34,27,8,home
3043,52392371,84,27,0,home
3043,52392373,84,8,1,away
3044,14945298,45,22,48,home
3044,14945326,84,22,2,home
3044,14945361,34,22,5,home
3044,14945378,83,22,0,home
3044,14945448,34,26,7,away
3044,14945458,45,26,52,away
3044,14945470,84,26,3,away
3044,14945482,83,26,0,away
3044,17282568,52,22,0,home
3044,17282585,1605,22,100,home
3044,17282587,52,26,2,away
3044,17282602,1605,26,57,away
3045,21614959,34,69,7,home
3045,21615203,45,11,50,away
3045,21615073,34,11,6,away
3045,21614900,45,69,50,home
3045,22502061,52,69,3,home
3045,22502062,52,11,1,away
3045,52392375,84,69,1,home
3045,52392376,84,11,0,away
3048,14953063,45,18,61,home
3048,14953117,84,18,3,home
3048,14953189,34,18,7,home
3048,14953216,83,18,0,home
3048,14953342,34,10,7,away
3048,14953357,45,10,39,away
3048,14953377,84,10,3,away
3048,14953386,83,10,0,away
3048,22502064,52,18,2,home
3048,22502063,52,10,2,away
3052,21614844,34,51,8,home
3052,21614955,34,65,4,away
3052,21615089,45,65,58,away
3052,21614786,45,51,42,home
3052,22502066,52,51,1,home
3052,22502065,52,65,3,away
3052,52392377,84,51,1,home
3052,52392379,84,65,0,away
3054,14945462,34,42,8,home
3054,14945471,83,42,0,home
3054,14945524,45,42,44,home
3054,14945532,84,42,0,home
3054,14945636,34,51,8,away
3054,14945646,45,51,56,away
3054,14945661,84,51,0,away
3054,14945681,83,51,0,away
3054,17282612,1605,42,57,home
3054,17282640,1605,51,91,away
3054,18623737,52,51,1,away
3054,18623741,52,42,3,home
3057,21614846,34,65,3,away
3057,21614683,45,51,42,home
3057,21614729,34,51,8,home
3057,21614976,45,65,58,away
3057,22502067,52,65,1,away
3057,22502068,52,51,0,home
3057,52392369,84,51,1,home
3057,52392370,84,65,5,away
3058,14953960,84,8,2,home
3058,14953983,45,8,59,home
3058,14954025,34,8,9,home
3058,14954036,83,8,0,home
3058,14954083,34,19,3,away
3058,14954088,45,19,41,away
3058,14954100,84,19,0,away
3058,14954108,83,19,0,away
3058,22402400,52,8,3,home
3058,22402405,52,19,3,away
3064,21615097,34,26,3,away
3064,21615063,45,13,56,home
3064,21615241,45,26,44,away
3064,21614969,34,13,9,home
3064,22502070,52,13,0,home
3064,22502069,52,26,1,away
3064,52392380,84,26,3,away
3064,52392378,84,13,2,home
3065,14945497,34,30,7,home
3065,14945505,83,30,0,home
3065,14945559,45,30,53,home
3065,14945568,84,30,2,home
3065,14945686,34,25,2,away
3065,14945691,45,25,47,away
3065,14945705,84,25,1,away
3065,14945713,83,25,0,away
3065,17282648,1605,25,71,away
3065,17282630,1605,30,58,home
3065,18622466,52,30,0,home
3065,18622474,52,25,0,away
3067,21614780,52,26,1,away
3067,21614897,34,26,1,away
3067,21614870,52,33,1,home
3067,21615034,45,26,48,away
3067,21614755,34,33,3,home
3067,21614842,45,33,52,home
3067,52392398,84,26,2,away
3067,52392397,84,33,0,home
3070,14954062,45,6,61,home
3070,14954077,84,6,1,home
3070,14954104,34,6,16,home
3070,14954116,83,6,0,home
3070,14954154,34,42,8,away
3070,14954156,45,42,39,away
3070,14954161,84,42,0,away
3070,14954168,83,42,0,away
3070,22402411,52,6,0,home
3070,22402415,52,42,1,away
3075,14945817,45,1,64,home
3075,14945852,84,1,2,home
3075,14945898,34,1,6,home
3075,14945917,83,1,0,home
3075,14945980,34,3,2,away
3075,14945985,45,3,36,away
3075,14946007,84,3,5,away
3075,14946010,83,3,0,away
3075,17282654,1605,1,85,home
3075,17282690,1605,3,54,away
3075,18623993,52,3,0,away
3075,18623954,52,1,1,home
3076,21614691,45,42,53,home
3076,21614733,34,42,11,home
3076,21614978,45,6,47,away
3076,21614838,34,6,1,away
3076,22502071,52,42,1,home
3076,22502072,52,6,2,away
3076,52392381,84,42,1,home
3076,52392382,84,6,2,away
3078,21614803,34,6,4,away
3078,21614914,45,6,47,away
3078,21614705,52,6,0,away
3078,21614672,34,18,5,home
3078,21614758,45,18,53,home
3078,21614779,52,18,4,home
3078,52392386,84,18,2,home
3078,52392392,84,6,3,away
3081,14952935,34,6,11,home
3081,14952951,83,6,0,home
3081,14953025,45,6,66,home
3081,14953039,84,6,0,home
3081,14953212,34,3,3,away
3081,14953233,45,3,34,away
3081,14953256,84,3,2,away
3081,14953266,83,3,0,away
3081,22502073,52,3,1,away
3081,22502074,52,6,4,home
3085,14945126,84,8,1,home
3085,14945149,45,8,67,home
3085,14945177,34,8,3,home
3085,14945189,83,8,0,home
3085,14945252,34,10,2,away
3085,14945260,45,10,33,away
3085,14945273,84,10,3,away
3085,14945278,83,10,0,away
3085,17282659,1605,8,52,home
3085,17282691,1605,10,43,away
3085,18622964,52,8,2,home
3085,18622988,52,10,1,away
3086,21615006,45,20,39,away
3086,21614759,52,14,3,home
3086,21614739,34,14,4,home
3086,21614831,45,14,61,home
3086,21614878,34,20,5,away
3086,21614855,52,20,1,away
3086,52392401,84,20,2,away
3086,52392399,84,14,1,home
3089,21614904,45,30,39,away
3089,21614749,45,19,61,home
3089,21614667,34,19,7,home
3089,21614775,52,30,2,away
3089,21614796,34,30,0,away
3089,21614688,52,19,2,home
3089,52392403,84,19,0,home
3089,52392404,84,30,1,away
3092,14953503,34,9,5,home
3092,14953518,83,9,0,home
3092,14953583,45,9,52,home
3092,14953593,84,9,0,home
3092,14953715,34,51,6,away
3092,14953724,45,51,48,away
3092,14953740,84,51,2,away
3092,14953756,83,51,0,away
3092,22502078,52,51,0,away
3092,22502077,52,9,4,home
3095,22502075,52,23,1,home
3095,22502076,52,15,2,away
3097,14945276,34,9,10,home
3097,14945281,83,9,0,home
3097,14945309,45,9,64,home
3097,14945315,84,9,3,home
3097,14945394,34,65,3,away
3097,14945398,45,65,36,away
3097,14945417,84,65,3,away
3097,14945426,83,65,0,away
3097,17282712,1605,9,69,home
3097,17282731,1605,65,69,away
3097,18625432,52,9,1,home
3097,18625446,52,65,1,away
3098,21664266,45,22,45,away
3098,21664085,45,3,55,home
3098,21664219,34,22,4,away
3098,21664115,34,3,10,home
3098,22502080,52,3,1,home
3098,22502079,52,22,3,away
3098,52392415,84,22,2,away
3098,52392414,84,3,5,home
3099,21615187,45,13,56,away
3099,21615067,34,13,8,away
3099,21614940,52,13,3,away
3099,21615017,45,20,44,home
3099,21614902,34,20,9,home
3099,21615046,52,20,0,home
3099,52392413,84,20,0,home
3099,52392416,84,13,1,away
3102,14953729,34,18,6,home
3102,14953742,83,18,0,home
3102,14953801,45,18,54,home
3102,14953813,84,18,1,home
3102,14953942,34,13,4,away
3102,14953955,45,13,46,away
3102,14953969,84,13,1,away
3102,14953977,83,13,0,away
3102,22402371,52,13,3,away
3102,22402373,52,18,3,home
3106,14945432,34,18,5,home
3106,14945442,83,18,0,home
3106,14945503,45,18,43,home
3106,14945508,84,18,3,home
3106,14945612,34,14,7,away
3106,14945623,45,14,57,away
3106,14945639,84,14,2,away
3106,14945651,83,14,0,away
3106,17282715,1605,18,57,home
3106,17282734,1605,14,46,away
3106,18624038,52,14,0,away
3106,18624019,52,18,4,home
3109,21614975,34,30,4,home
3109,21615086,34,15,0,away
3109,21615229,45,15,54,away
3109,21614917,45,30,46,home
3109,22502082,52,15,0,away
3109,22502081,52,30,1,home
3109,52392411,84,30,1,home
3109,52392412,84,15,4,away
3111,21614538,34,1,4,home
3111,21614466,45,1,43,home
3111,21614745,45,22,57,away
3111,21614628,34,22,5,away
3111,22502083,52,22,1,away
3111,22502084,52,1,2,home
3111,52392423,84,1,0,home
3111,52392424,84,22,1,away
3114,14953181,34,52,5,home
3114,14953209,83,52,0,home
3114,14953324,45,52,45,home
3114,14953336,84,52,1,home
3114,14953435,34,33,3,away
3114,14953443,45,33,55,away
3114,14953456,84,33,1,away
3114,14953462,83,33,0,away
3114,22402355,52,33,0,away
3114,22402364,52,52,3,home
3119,14945104,45,3,34,home
3119,14945121,84,3,4,home
3119,14945145,34,3,0,home
3119,14945155,83,3,0,home
3119,14945224,34,19,8,away
3119,14945229,45,19,66,away
3119,14945243,84,19,3,away
3119,14945249,83,19,0,away
3119,17282738,52,3,1,home
3119,17282742,1605,3,57,home
3119,17282763,52,19,4,away
3119,17282780,1605,19,68,away
3120,21614787,34,10,10,home
3120,21614881,34,9,6,away
3120,21614738,45,10,48,home
3120,21615021,45,9,52,away
3120,22502085,52,10,1,home
3120,22502087,52,9,3,away
3120,52392421,84,10,0,home
3120,52392422,84,9,1,away
3121,21614791,45,3,44,away
3121,21614552,34,8,3,home
3121,21614668,34,3,4,away
3121,21614489,45,8,56,home
3121,22502086,52,8,2,home
3121,22502088,52,3,1,away
3121,52392419,84,8,0,home
3121,52392420,84,3,2,away
3126,14952799,45,65,55,home
3126,14952833,84,65,0,home
3126,14952873,34,65,1,home
3126,14952904,83,65,0,home
3126,14953010,34,10,3,away
3126,14953026,45,10,45,away
3126,14953055,84,10,0,away
3126,14953072,83,10,0,away
3126,22502094,52,65,3,home
3126,22502093,52,10,0,away
3127,22502089,52,8,3,home
3127,22502090,52,6,2,away
3129,21614747,34,47,2,away
3129,21614671,34,19,6,home
3129,21614611,45,19,61,home
3129,21614852,45,47,39,away
3129,22502092,52,19,2,home
3129,22502091,52,47,1,away
3129,52392432,84,47,4,away
3129,52392431,84,19,1,home
3130,14945520,34,14,19,home
3130,14945528,83,14,1,home
3130,14945579,45,14,72,home
3130,14945590,84,14,3,home
3130,14945706,34,27,1,away
3130,14945711,45,27,28,away
3130,14945730,84,27,3,away
3130,14945735,83,27,0,away
3130,17282753,1605,14,61,home
3130,17282774,1605,27,50,away
3130,18625758,52,14,0,home
3130,18625826,52,27,0,away
3131,21614649,45,9,74,home
3131,21614669,52,15,0,away
3131,21614572,34,9,7,home
3131,21614581,52,9,4,home
3131,21614686,34,15,2,away
3131,21614794,45,15,26,away
3131,52392426,84,9,1,home
3131,52392428,84,15,2,away
3136,14952748,34,20,3,home
3136,14952753,83,20,0,home
3136,14952802,45,20,50,home
3136,14952811,84,20,1,home
3136,14952896,34,1,3,away
3136,14952913,45,1,50,away
3136,14952934,84,1,0,away
3136,14952939,83,1,0,away
3136,22402349,52,1,1,away
3136,22402359,52,20,2,home
3140,14945375,34,7,4,home
3140,14945383,83,7,0,home
3140,14945427,45,7,40,home
3140,14945435,84,7,2,home
3140,14945551,34,52,9,away
3140,14945558,45,52,60,away
3140,14945576,84,52,1,away
3140,14945589,83,52,0,away
3140,17282798,1605,7,68,home
3140,17282821,1605,52,95,away
3140,18624468,52,7,2,home
3140,18624513,52,52,0,away
3142,21614966,45,6,50,home
3142,21614849,34,6,3,home
3142,21615137,45,14,50,away
3142,21614993,34,14,6,away
3142,52392429,84,6,2,home
3142,52392430,84,14,4,away
3144,21614411,45,22,54,home
3144,21614450,34,22,3,home
3144,21614631,45,9,46,away
3144,21614539,34,9,4,away
3144,22502096,52,9,2,away
3144,22502095,52,22,0,home
3144,52392438,84,9,2,away
3144,52392434,84,22,2,home
3147,14953317,34,15,3,home
3147,14953327,83,15,0,home
3147,14953399,45,15,56,home
3147,14953407,84,15,3,home
3147,14953494,34,42,4,away
3147,14953501,45,42,44,away
3147,14953522,84,42,2,away
3147,14953530,83,42,0,away
3147,22502098,52,42,1,away
3147,22502097,52,15,1,home
3152,14945473,34,6,8,home
3152,14945481,83,6,0,home
3152,14945546,45,6,64,home
3152,14945564,84,6,3,home
3152,14945688,34,42,1,away
3152,14945696,45,42,36,away
3152,14945716,84,42,4,away
3152,14945721,83,42,0,away
3152,17282789,52,6,1,home
3152,17282793,1605,6,77,home
3152,17282810,52,42,1,away
3152,17282828,1605,42,45,away
3153,21614703,34,18,6,away
3153,21614589,45,65,44,home
3153,21614809,45,18,56,away
3153,21614632,34,65,4,home
3153,22502099,52,65,1,home
3153,22502100,52,18,1,away
3153,52392435,84,65,3,home
3153,52392437,84,18,2,away
3154,21614456,45,13,68,home
3154,21614497,34,13,10,home
3154,21614587,34,69,5,away
3154,21614690,45,69,32,away
3154,52392439,84,13,1,home
3154,52392440,84,69,3,away
3158,14953783,84,8,0,home
3158,14953818,45,8,53,home
3158,14953884,34,8,5,home
3158,14953904,83,8,0,home
3158,14953998,34,14,4,away
3158,14954004,45,14,47,away
3158,14954015,84,14,2,away
3158,14954021,83,14,0,away
3162,14945790,83,25,0,home
3162,14945804,34,25,7,home
3162,14945858,45,25,54,home
3162,14945865,84,25,1,home
3162,14945947,34,22,2,away
3162,14945952,45,22,46,away
3162,14945962,84,22,2,away
3162,14945968,83,22,0,away
3162,17282848,1605,25,70,home
3162,17282869,1605,22,37,away
3162,18624626,52,22,0,away
3162,18624595,52,25,1,home
3163,21614641,45,15,45,home
3163,21614654,34,3,4,away
3163,21614585,34,15,4,home
3163,21614776,45,3,55,away
3163,52392445,84,15,1,home
3163,52392446,84,3,4,away
3164,21614409,45,11,45,home
3164,21614447,34,11,9,home
3164,21614536,34,20,7,away
3164,21614620,45,20,55,away
3164,52392444,84,20,0,away
3164,52392442,84,11,1,home
3169,14952796,45,26,45,home
3169,14952862,84,26,0,home
3169,14952917,34,26,6,home
3169,14952936,83,26,0,home
3169,14953071,34,19,6,away
3169,14953085,45,19,55,away
3169,14953110,84,19,0,away
3169,14953120,83,19,0,away
3172,14945098,45,10,30,home
3172,14945129,84,10,4,home
3172,14945156,34,10,1,home
3172,14945167,83,10,0,home
3172,14945244,34,9,7,away
3172,14945253,45,9,70,away
3172,14945269,84,9,3,away
3172,14945274,83,9,0,away
3172,17282840,1605,10,64,home
3172,17282872,1605,9,70,away
3172,18626083,52,10,0,home
3172,18626100,52,9,4,away
3173,21614782,45,42,38,away
3173,21614674,34,42,1,away
3173,21614579,34,22,7,home
3173,21614541,45,22,62,home
3173,22502102,52,22,0,home
3173,22502101,52,42,1,away
3173,52392448,84,42,2,away
3173,52392447,84,22,0,home
3175,21614391,45,65,64,home
